date,close
2024-01-30,337.48
2024-01-31,336.24
2024-02-01,342.41
2024-02-02,353.43
2024-02-05,349.15
2024-02-06,347.8
2024-02-07,352.25
2024-02-08,353.29
2024-02-13,357.38
2024-02-14,352.69
2024-02-15,351.21
2024-02-16,355.52
2024-02-19,360.88
2024-02-20,356.92
2024-02-21,356.04
2024-02-22,357.67
2024-02-23,358.57
2024-02-26,355.48
2024-02-27,352.76
2024-02-28,356.79
2024-02-29,355.57
2024-03-04,361.1
2024-03-05,357.59
2024-03-06,356.25
2024-03-07,356.82
2024-03-08,361.71
2024-03-11,358.34
2024-03-12,361.11
2024-03-13,363.04
2024-03-14,366.68
2024-03-15,359.39
2024-03-18,361.31
2024-03-19,357.33
2024-03-20,363.32
2024-03-21,373.66
2024-03-22,372.65
2024-03-25,370.73
2024-03-26,374.6
2024-03-27,374.08
2024-03-28,373.22
2024-03-29,374.63
2024-04-01,374.28
2024-04-02,376.34
2024-04-03,369.72
2024-04-04,375.61
2024-04-05,371.57
2024-04-08,372.51
2024-04-09,370.27
2024-04-11,370.72
2024-04-12,367.25
2024-04-15,365.31
2024-04-16,356.67
2024-04-17,352.79
2024-04-18,359.06
2024-04-19,352.58
2024-04-22,356.89
2024-04-23,355.98
2024-04-24,363.6
2024-04-25,356.51
2024-04-26,361.02
2024-04-29,364.48
2024-04-30,365.13
2024-05-02,364.31
2024-05-03,363.58
2024-05-07,372.8
2024-05-08,374.09
2024-05-09,368.83
2024-05-10,371.08
2024-05-13,370.99
2024-05-14,371.04
2024-05-16,374.6
2024-05-17,370.58
2024-05-20,373.68
2024-05-21,371.55
2024-05-22,371.41
2024-05-23,371.62
2024-05-24,366.08
2024-05-27,371.16
2024-05-28,371.33
2024-05-29,364.96
2024-05-30,358.7
2024-05-31,358.21
2024-06-03,365.48
2024-06-04,362.52
2024-06-05,366.44
2024-06-07,371.39
2024-06-10,367.46
2024-06-11,367.71
2024-06-12,371.12
2024-06-13,374.75
2024-06-14,376
2024-06-17,373.86
2024-06-18,377.73
2024-06-19,383.01
2024-06-20,384.78
2024-06-21,380.88
2024-06-24,378.39
2024-06-25,379.85
2024-06-26,383.01
2024-06-27,382.27
2024-06-28,384.02
2024-07-01,384.34
2024-07-02,381.2
2024-07-03,383.23
2024-07-04,388.53
2024-07-05,395.47
2024-07-08,394.47
2024-07-09,395.79
2024-07-10,395.6
2024-07-11,398.52
2024-07-12,392.29
2024-07-15,393.84
2024-07-16,395.31
2024-07-17,391.55
2024-07-18,389
2024-07-19,383.89
2024-07-22,379.84
2024-07-23,381.65
2024-07-24,378.66
2024-07-25,371.26
2024-07-26,374.2
2024-07-29,378.73
2024-07-30,374.87
2024-07-31,380.49
2024-08-01,380.54
2024-08-02,365.17
2024-08-05,331.86
2024-08-06,341.73
2024-08-07,349.09
2024-08-08,346.7
2024-08-09,351.52
2024-08-12,355.61
2024-08-13,357.02
2024-08-14,360.39
2024-08-16,369.11
2024-08-19,365.52
2024-08-20,368.99
2024-08-21,368.22
2024-08-22,369.1
2024-08-23,367.91
2024-08-26,366.31
2024-08-27,364.56
2024-08-28,365.28
2024-08-29,360.1
2024-08-30,361.55
2024-09-02,362.09
2024-09-03,358.8
2024-09-04,346.66
2024-09-05,345.92
2024-09-06,342.37
2024-09-09,340.18
2024-09-10,338.48
2024-09-11,335.65
2024-09-12,343.85
2024-09-13,343.69
2024-09-19,343.28
2024-09-20,344.67
2024-09-23,345.78
2024-09-24,349.61
2024-09-25,344.56
2024-09-26,356.44
2024-09-27,353.93
2024-09-30,344.76
2024-10-02,340.72
2024-10-04,341.74
2024-10-07,347.34
2024-10-08,344.23
2024-10-10,345.21
2024-10-11,345.45
2024-10-14,349.74
2024-10-15,351.07
2024-10-16,347.26
2024-10-17,347.73
2024-10-18,345.42
2024-10-21,346.62
2024-10-22,342.09
2024-10-23,346.27
2024-10-24,342.88
2024-10-25,343.37
2024-10-28,347.27
2024-10-29,348.28
2024-10-30,345
2024-10-31,339.32
2024-11-01,337.49
2024-11-04,343.6
2024-11-05,341.47
2024-11-06,340.61
2024-11-07,340.87
2024-11-08,339.71
2024-11-11,334.64
2024-11-12,327.31
2024-11-13,318.84
2024-11-14,317.7
2024-11-15,320.53
2024-11-18,328.44
2024-11-19,328.11
2024-11-20,329.02
2024-11-21,329.49
2024-11-22,332.36
2024-11-25,336.63
2024-11-26,335.6
2024-11-27,332.32
2024-11-28,331.45
2024-11-29,325.45
2024-12-02,325.34
2024-12-03,331.44
2024-12-04,326.59
2024-12-05,323.87
2024-12-06,322.07
2024-12-09,313.74
2024-12-10,320.79
2024-12-11,323.86
2024-12-12,329.04
2024-12-13,330.49
2024-12-16,329.61
2024-12-17,325.25
2024-12-18,329.72
2024-12-19,322.38
2024-12-20,318.33
2024-12-23,322.98
2024-12-24,323.39
2024-12-26,321.45
2024-12-27,319.03
2024-12-30,317.82
